Video Link,Primary Tag,Secondary Tag,Rating,Description
https://www.youtube.com/watch?v=gH3N09O5Xrw,inappropriate,Display of weapons,Moderate,"Music video, shows a clip of a woman holding a gun and intimacy"
https://www.youtube.com/watch?v=dWibV_a852I,child directed,Non-violent video games,,Paw petrol playstation ad
https://www.youtube.com/watch?v=qMAAJ4oM628,inaudible,Different Language,,Different language. Not able to understand. Visual content is not inappropriate
https://www.youtube.com/watch?v=_Ck1wyk1L6s,irrelevant,Finance & Legal,,Bank ATM/Credit/VISA card ad
https://www.youtube.com/watch?v=vtMyHw9OpTE,irrelevant,Nature & Environment,,"Music video, content mostly related to nature"
https://www.youtube.com/watch?v=mManLnHyyek,inappropriate,Scariness,Moderate,The video is a software ad but seems a little dark with people being pulled into a vortex
https://www.youtube.com/watch?v=RwdmpjaydGc,irrelevant,Education & Learning,,The ad was in a different language so wasn't able to fully understand but was probably about person explaining their education journey
https://www.youtube.com/watch?v=QH606FX38ew,irrelevant,Music & Performance,,"Music video, only instruments, no lyrics"
https://www.youtube.com/watch?v=rXiRZ10lQWA,child directed,Toys,,Car toys
https://www.youtube.com/watch?v=BT-M2pajr-4,irrelevant,Music & Performance,,Personal blog with a major chunk of it being a live concert
https://www.youtube.com/watch?v=vQ-7qWREWiQ,irrelevant,Gaming & Entertainment,,Imagination Card game but for an older audience
https://www.youtube.com/watch?v=t3pSVPS7cw8,irrelevant,Education & Learning,,"AI Grammarly ad, software that helps with grammatical errors and sentence structure."
https://www.youtube.com/watch?v=a52bPZ2e-0o,irrelevant,Machinery,,Ad contains machinery making. Also includes welding 
https://www.youtube.com/watch?v=59V-vdRtA9k,irrelevant,Business & Entrepreneurship,,A business talk in a different language
https://www.youtube.com/watch?v=xFevIAfHICk,child directed,Non-violent video games,,Non-violent Game trailer for nintendo switch but looks child directed
https://www.youtube.com/watch?v=BQzN22o_eyM,child directed,Toys,,Dolls ad
https://www.youtube.com/watch?v=2oy0R39zIC8,irrelevant,Software,,Cyber security software ad
https://www.youtube.com/watch?v=4rA5ueFbGO0,child directed,Non-violent video games,,Racing Lego game ad
https://www.youtube.com/watch?v=IUFEs3RL_XA,irrelevant,Software,,Software for producing music
https://www.youtube.com/watch?v=sk2YaUC5bFM,child directed,Toys,,Unicorn toy ad
https://www.youtube.com/watch?v=fFmriZELQk0,child directed,Non-violent video games,,Nintendo switch mario game ad
https://www.youtube.com/watch?v=1_FURuXWcMg,irrelevant,Gaming & Entertainment,,Nerf toy gun ad. involves a bit of action with teenagers holding the gun.
https://www.youtube.com/watch?v=YbMoadcRuzY,irrelevant,Software,,AI software ad to organize voicemail transcriptions
https://www.youtube.com/watch?v=oWgQL_v2Pn0,irrelevant,Food and Cooking,,Pepsi Ad filmed in a food street
https://www.youtube.com/watch?v=SreCPtk4sHA,irrelevant,Software,-,ad pertains to Grammarly 
https://www.youtube.com/watch?v=MEjJ3irIVpE,irrelevant,Software,-,ad pertains to ShareGates service for Microsoft data migration
https://www.youtube.com/watch?v=BzCeRS3tov4,irrelevant,Software,-,ad pertains to Frame.io's service of shooting video directly into Premiere Pro
https://www.youtube.com/watch?v=Adi3jT1-h4g,irrelevant,Software,-,ad pertains to BeProrfit's business profit tracking service
https://www.youtube.com/watch?v=zjTE48Ab9J0,irrelevant,Software,-,ad pertains to Vention's online platform for designing and ordering custom machinery
https://www.youtube.com/watch?v=C1JXIkp2x90,irrelevant,Software,-,ad pertains to Squarespace for website building
https://www.youtube.com/watch?v=x_OQ9EEFb78,child directed,Toys,-,ad pertains to Smyths Toy's Barbie Skipper collection; showcases toy set functionality
https://www.youtube.com/watch?v=myUFp4vDJdY,irrelevant,Software,-,ad pertains to BeProrfit's business profit tracking service; shows people reviewing BeProfit
https://www.youtube.com/watch?v=ge-4WM2GuiE,irrelevant,Parenting & Family,-,"ad pertains to massaging techniques for premature babies; though the ad  features babies, it is not child directed per se; rather. it is for parents raising premature babies"
https://www.youtube.com/watch?v=Vf7C6ys7I9Q,irrelevant,Fashion,-,ad pertains to Van's skateboarding shoes; can be interpreted as Teen directed
https://www.youtube.com/watch?v=tUAomLTdfZQ,child directed,Toys,-,ad pertains to Smyths Toy's Barbie Skipper collection; showcases toy set functionality
https://www.youtube.com/watch?v=HZuixNbQFOg,irrelevant,Software,-,ad pertains to Spot's services of fine grained statistics over your AWS instances
https://www.youtube.com/watch?v=6VXFjRaouJI,irrelevant,Software,-,ad pertains to Squarespace for website building; shows two people walking across the desert
https://www.youtube.com/watch?v=BboGhse59Lc,child directed,Toys,-,ad pertains to Mattel's Jurassic World toy collection
https://www.youtube.com/watch?v=og33B-umxe4,inappropriate,Display of weapons,mild,ad pertains to Reallusion's Motionbuilder alternative; a few frames contain a videogame gunfight with civillians being caught in gunfire; the rest is largely irrelevant
https://www.youtube.com/watch?v=m0YK5hKBAP8,child directed,Toys,-,ad pertains to Sylvanian Families's Baby Amusement Park toy collection; ad shows kids playing with them
https://www.youtube.com/watch?v=diN58Umvr2w,child directed,Toys,-,ad pertains to ZURU Toys's stuffed Rainbowcorn toys; ad shows kids playing with them
https://www.youtube.com/watch?v=YC2GjFE6-D4,child directed,Toys,-,ad pertains to ChillFactor's slushie maker; shows kids making slushies in them
https://www.youtube.com/watch?v=UbS3ijGc9HE,irrelevant,Fashion,-,ad pertains to Mappin & Webb's luxury jewellery collection for women
https://www.youtube.com/watch?v=mManLnHyyek,irrelevant,Software,-,ad pertains to Squarespace for website building; shows clones being sucked into a singularity
https://www.youtube.com/watch?v=dDCQ4xojKFE,irrelevant,Travel & Adventure,-,"ad pertains to promoting tourism in Lucerne, the music capital of Switzerland"
https://www.youtube.com/watch?v=eV3JbluDOEI,irrelevant,Software,-,ad pertains to Squarespace for website buiilding; shows a yoga instructor talking about her swaurespace journey
https://www.youtube.com/watch?v=T367E4I0n74,irrelevant,Software,-,ad pertains to Grammarly (for writing more professional emails)
https://www.youtube.com/watch?v=Sk7zpdu7Yrc,child directed,Toys,-,"ad pertains to an episode of the cartoon series ""Superthings Neon Power""; shows cartoons fighting villains; ad showcases a toy collection towards the end"
https://www.youtube.com/watch?v=an-96DZu5uk,child directed,Toys,-,ad pertains to Mattel's Hot Wheels Track builder toy collection; shows kids playing with them
https://www.youtube.com/watch?v=Cb-3pBLqV_0,child directed,Toys,-,ad pertains to Gabby's Dollhouse's toys; shows a skit featuring dolls
https://www.youtube.com/watch?v=olrEPh0AQrI,child directed,Toys,-,ad pertains to kids' toys; shows kids playing with them
https://www.youtube.com/watch?v=HS0iDUzk-pc,child directed,Toys,-,ad pertains to Mattel's Pokemon toy collection; shows kids playing with them
https://www.youtube.com/watch?v=TA-hCkhysbE,irrelevant,Home and Lifestyle,-,ad pertains to Bloo Brilliant Gel for keeping toilets clean
https://www.youtube.com/watch?v=VXWtScDseJQ,child directed,Movies,-,ad pertains to the Super Mario Bros. animated movie
https://www.youtube.com/watch?v=-vYL4Nkmjx0,irrelevant,Software,-,ad pertains to Squarespace for website building
https://www.youtube.com/watch?v=B1zyJGOr5-s,irrelevant,Software,-,ad pertains to Grammarly; shows students using Grammarly
https://www.youtube.com/watch?v=MrnSxNHwIP8,child directed,Toys,-,ad pertains to kids' toys; shows kids playing with them
https://www.youtube.com/watch?v=NIkzSBjVp8s,child directed,Toys,-,ad pertains to Gabby's Dollhouse's toys; shows a skit featuring dolls
https://www.youtube.com/watch?v=ZxKXWhpObKQ,child directed,Toys,-,ad pertains to Mattel's Monster Truck toy collection; does show the toys 'destroying' some props
https://www.youtube.com/watch?v=72eS19X7Tyw,child directed,Toys,-,ad pertains to ZURU Toys's Smashers Dino Island toy collection; does have the premise of smashing toy eggs in search for a golden skull inside
https://www.youtube.com/watch?v=7TzJd05NrxE,irrelevant,Software,-,ad pertains to OS location intelligence 
https://www.youtube.com/watch?v=knLEugyNYPM,irrelevant,Software,-,ad pertains to tails.com which provides food delivery for dogs
https://www.youtube.com/watch?v=H-4W7cbO3gc,child directed,Toys,-,ad pertains to kids' toys; shows a child playing with them
https://www.youtube.com/watch?v=FKZTS__QA4Q,child directed,Cartoons,-,"ad pertains to a clip from the animated show, Gabby's Dollhouse"
https://www.youtube.com/watch?v=w0I6j4MVfBk,child directed,Movies,-,ad pertains to The Little Mermaid movie(rated PG)
https://www.youtube.com/watch?v=Ng3c6jkUpAs,irrelevant,Software,-,"ad pertains to Bitdefender, which is a security software"
https://www.youtube.com/watch?v=HEaikVlUgMY,irrelevant,Software,-,ad pertains to Adobe's PDFs suite
https://www.youtube.com/watch?v=WG5bVsbROz4,irrelevant,Software,-,ad pertains to Adobe's PDFs suite
https://www.youtube.com/watch?v=-pZQ1msCIys,irrelevant,Finance & Legal,-,ad pertains to Innovation Refunds for payroll tax refunds
https://www.youtube.com/watch?v=w9qFbZ6vZOQ,irrelevant,Education & Learning,-,ad pertains to a seminar about the adverse effects of vetrenary drugs
https://www.youtube.com/watch?v=4pdb_4Pe0zI,irrelevant,Tech & Gadgets,-,ad pertains to Verizon's 5G; ad is in Spanish
https://www.youtube.com/watch?v=XVucWDw9l_k,irrelevant,Tech & Gadgets,-,ad pertains to Verizon's 5G; ad is in Spanish; is a slightly longer version
https://www.youtube.com/watch?v=g_6cvRvW_lM,irrelevant,Autos & Vehicles,-,ad pertains to anti-streaking wax for cars
